Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.219030	0.121244	0.940594	1.000000	
0.183698	0.119087	0.940594	1.000000	
0.213251	0.116981	0.910891	1.000000	
0.250527	0.132290	0.910891	1.000000	
0.248166	0.128637	0.891089	1.000000	
0.229873	0.141450	0.930693	1.000000	
0.231302	0.125159	0.920792	1.000000	
0.241930	0.111184	0.920792	1.000000	
0.256943	0.119436	0.900990	1.000000	
0.186164	0.130333	0.950495	1.000000	
0.222582	0.125247	0.930693	1.000000	
0.175381	0.118352	0.950495	1.000000	
0.172499	0.115191	0.940594	1.000000	
0.196787	0.112890	0.930693	1.000000	
0.255953	0.113243	0.891089	1.000000	
0.269901	0.118382	0.900990	1.000000	
0.229865	0.115467	0.910891	1.000000	
0.204672	0.118903	0.920792	1.000000	
0.256055	0.115685	0.910891	1.000000	
0.342102	0.126237	0.851485	1.000000	
0.187458	0.112030	0.940594	1.000000	
0.227944	0.111493	0.891089	1.000000	
0.237117	0.127439	0.900990	1.000000	
0.246938	0.117922	0.891089	1.000000	
0.277762	0.127034	0.881188	1.000000	
0.195578	0.109757	0.930693	1.000000	
0.180290	0.114893	0.940594	1.000000	
0.230642	0.112419	0.910891	1.000000	
0.250027	0.116194	0.891089	1.000000	
0.203899	0.112300	0.940594	1.000000	
0.248477	0.116037	0.920792	1.000000	
0.177481	0.129984	0.960396	1.000000	
0.191551	0.115889	0.920792	1.000000	
0.173595	0.112378	0.930693	1.000000	
0.198047	0.124210	0.920792	1.000000	
0.252869	0.115034	0.900990	1.000000	
0.193401	0.121160	0.930693	1.000000	
0.212245	0.121955	0.940594	1.000000	
0.207454	0.115883	0.930693	1.000000	
0.204929	0.109799	0.940594	1.000000	
0.279162	0.105343	0.900990	1.000000	
0.279610	0.109913	0.871287	1.000000	
0.242613	0.114868	0.881188	1.000000	
0.254971	0.119764	0.881188	1.000000	
0.192057	0.108783	0.940594	1.000000	
0.240828	0.136134	0.920792	1.000000	
0.223604	0.115310	0.920792	1.000000	
0.257926	0.114005	0.891089	1.000000	
0.201824	0.107407	0.950495	1.000000	
0.185453	0.107364	0.930693	1.000000	
0.251064	0.112109	0.891089	1.000000	
0.229734	0.114335	0.900990	1.000000	
0.255754	0.108208	0.871287	1.000000	
0.178608	0.105976	0.940594	1.000000	
0.271181	0.123874	0.871287	1.000000	
0.243342	0.139961	0.881188	1.000000	
0.288482	0.121783	0.891089	1.000000	
0.249538	0.106465	0.930693	1.000000	
0.190767	0.120709	0.920792	1.000000	
0.214166	0.122977	0.891089	1.000000	
0.266157	0.127962	0.861386	1.000000	
0.235530	0.119748	0.920792	1.000000	
0.299902	0.119938	0.871287	1.000000	
0.160795	0.124009	0.940594	1.000000	
0.192142	0.111371	0.930693	1.000000	
0.274026	0.105247	0.891089	1.000000	
0.253120	0.111463	0.910891	1.000000	
0.245907	0.118136	0.920792	1.000000	
0.228658	0.127872	0.920792	1.000000	
0.185186	0.121910	0.910891	1.000000	
0.242358	0.113543	0.871287	1.000000	
0.207626	0.116577	0.920792	1.000000	
0.198840	0.114652	0.920792	1.000000	
0.204603	0.112255	0.940594	1.000000	
0.182386	0.110465	0.930693	1.000000	
0.182685	0.110857	0.940594	1.000000	
0.197922	0.106417	0.920792	1.000000	
0.195763	0.133313	0.940594	1.000000	
0.284596	0.130137	0.841584	1.000000	
0.227949	0.115404	0.910891	1.000000	
0.227040	0.110144	0.910891	1.000000	
0.270791	0.103902	0.900990	1.000000	
0.200579	0.103545	0.940594	1.000000	
0.256306	0.112917	0.851485	1.000000	
0.133959	0.109139	0.970297	1.000000	
0.250804	0.121031	0.920792	1.000000	
0.264785	0.107430	0.871287	1.000000	
0.252864	0.104458	0.910891	1.000000	
0.162052	0.122493	0.970297	1.000000	
0.212749	0.112138	0.900990	1.000000	
0.165681	0.115083	0.930693	1.000000	
0.244293	0.115827	0.881188	1.000000	
0.234296	0.133154	0.910891	1.000000	
0.270841	0.116056	0.881188	1.000000	
0.279243	0.114890	0.861386	1.000000	
0.179536	0.104711	0.900990	1.000000	
0.259721	0.108236	0.891089	1.000000	
0.182323	0.117697	0.940594	1.000000	
0.227750	0.110089	0.910891	1.000000	
0.185996	0.115359	0.930693	1.000000	
0.200633	0.108443	0.920792	1.000000	
0.193809	0.111817	0.940594	1.000000	
0.193789	0.105477	0.910891	1.000000	
0.230395	0.108884	0.891089	1.000000	
0.270028	0.126585	0.871287	1.000000	
0.255748	0.123039	0.881188	1.000000	
0.203051	0.098883	0.920792	1.000000	
0.199455	0.099296	0.900990	1.000000	
0.235097	0.107220	0.910891	1.000000	
0.212519	0.125000	0.900990	1.000000	
0.192840	0.116634	0.920792	1.000000	
0.207312	0.104311	0.940594	1.000000	
0.189596	0.101955	0.950495	1.000000	
0.205360	0.100596	0.900990	1.000000	
0.187226	0.111186	0.910891	1.000000	
0.242768	0.117279	0.930693	1.000000	
0.217138	0.103801	0.930693	1.000000	
0.211674	0.102728	0.930693	1.000000	
0.175404	0.109997	0.940594	1.000000	
0.216602	0.108935	0.910891	1.000000	
0.196840	0.104705	0.920792	1.000000	
0.249287	0.107786	0.871287	1.000000	
0.162818	0.112455	0.960396	1.000000	
0.193271	0.115530	0.920792	1.000000	
0.227621	0.102473	0.920792	1.000000	
0.186025	0.120739	0.950495	1.000000	
0.253173	0.130373	0.891089	1.000000	
0.210698	0.109351	0.910891	1.000000	
0.204161	0.110607	0.940594	1.000000	
0.230162	0.116570	0.930693	1.000000	
0.208107	0.115204	0.930693	1.000000	
0.210816	0.108094	0.930693	1.000000	
0.216953	0.112822	0.920792	1.000000	
0.240693	0.100038	0.910891	1.000000	
0.188763	0.099396	0.960396	1.000000	
0.155237	0.103240	0.960396	1.000000	
0.153132	0.109860	0.950495	1.000000	
0.225682	0.098561	0.900990	1.000000	
0.172497	0.105248	0.950495	1.000000	
0.245475	0.100957	0.891089	1.000000	
0.234663	0.107895	0.900990	1.000000	
0.138820	0.110274	0.980198	1.000000	
0.203972	0.101162	0.960396	1.000000	
0.172042	0.109138	0.940594	1.000000	
0.192183	0.109545	0.920792	1.000000	
0.168122	0.107863	0.930693	1.000000	
0.166777	0.112928	0.940594	1.000000	
0.169288	0.107606	0.940594	1.000000	
0.250619	0.098207	0.871287	1.000000	
0.245481	0.102029	0.891089	1.000000	
0.251832	0.108281	0.900990	1.000000	
0.230107	0.100788	0.910891	1.000000	
0.219479	0.099621	0.950495	1.000000	
0.184815	0.094679	0.930693	1.000000	
0.214316	0.102225	0.940594	1.000000	
0.163345	0.109327	0.950495	1.000000	
0.256229	0.093997	0.891089	1.000000	
0.198584	0.093378	0.920792	1.000000	
0.138466	0.094209	0.980198	1.000000	
0.213547	0.107987	0.940594	1.000000	
0.257742	0.111502	0.841584	1.000000	
0.160028	0.099660	0.930693	1.000000	
0.202060	0.113372	0.920792	1.000000	
0.189927	0.112698	0.940594	1.000000	
0.214141	0.114490	0.930693	1.000000	
0.196836	0.099801	0.930693	1.000000	
0.160581	0.096490	0.960396	1.000000	
0.195076	0.094971	0.900990	1.000000	
0.180791	0.103063	0.940594	1.000000	
0.190100	0.100662	0.920792	1.000000	
0.253022	0.122051	0.871287	1.000000	
0.187716	0.111834	0.940594	1.000000	
0.204385	0.103442	0.950495	1.000000	
0.246626	0.104365	0.920792	1.000000	
0.205165	0.102531	0.930693	1.000000	
0.182846	0.099095	0.910891	1.000000	
0.222097	0.099374	0.910891	1.000000	
0.237151	0.106359	0.920792	1.000000	
0.243610	0.101320	0.910891	1.000000	
0.185449	0.096322	0.930693	1.000000	
0.234472	0.103795	0.900990	1.000000	
0.184247	0.107028	0.900990	1.000000	
0.238097	0.095368	0.900990	1.000000	
0.191172	0.098933	0.900990	1.000000	
0.214219	0.103767	0.930693	1.000000	
0.274525	0.110932	0.900990	1.000000	
0.168195	0.110347	0.950495	1.000000	
0.235467	0.110432	0.920792	1.000000	
0.183735	0.109776	0.940594	1.000000	
0.173002	0.105010	0.930693	1.000000	
0.191143	0.098940	0.920792	1.000000	
0.264308	0.096392	0.881188	1.000000	
0.228613	0.092133	0.900990	1.000000	
0.156598	0.096787	0.950495	1.000000	
0.191493	0.104295	0.930693	1.000000	
0.185041	0.097712	0.940594	1.000000	
0.301825	0.099603	0.851485	1.000000	
0.228779	0.101205	0.910891	1.000000	
0.169741	0.102927	0.950495	1.000000	
0.299514	0.111256	0.871287	1.000000	
0.182240	0.100272	0.930693	1.000000	
0.209830	0.094622	0.900990	1.000000	
0.242186	0.089421	0.920792	1.000000	
0.211932	0.095750	0.950495	1.000000	
0.209886	0.102197	0.930693	1.000000	
0.132573	0.093339	0.980198	1.000000	
0.264311	0.097818	0.900990	1.000000	
0.177385	0.092369	0.920792	1.000000	
0.203864	0.093637	0.930693	1.000000	
0.223017	0.096487	0.940594	1.000000	
0.247721	0.089833	0.900990	1.000000	
0.266482	0.099642	0.881188	1.000000	
0.178647	0.103699	0.950495	1.000000	
0.195288	0.093526	0.950495	1.000000	
0.185546	0.090469	0.950495	1.000000	
0.213301	0.099849	0.950495	1.000000	
0.196554	0.097765	0.940594	1.000000	
0.167738	0.094204	0.930693	1.000000	
0.227901	0.091615	0.920792	1.000000	
0.198890	0.093267	0.940594	1.000000	
0.264488	0.099207	0.881188	1.000000	
0.241761	0.101754	0.930693	1.000000	
0.184233	0.114752	0.930693	1.000000	
0.215731	0.094938	0.910891	1.000000	
0.320541	0.097397	0.861386	1.000000	
0.153025	0.092839	0.960396	1.000000	
0.216328	0.091367	0.910891	1.000000	
0.224803	0.095252	0.900990	1.000000	
0.145420	0.091402	0.950495	1.000000	
0.211662	0.088365	0.910891	1.000000	
0.286769	0.093530	0.861386	1.000000	
0.227632	0.100917	0.920792	1.000000	
0.261497	0.092998	0.910891	1.000000	
0.290737	0.098695	0.871287	1.000000	
0.186310	0.095210	0.950495	1.000000	
0.206054	0.091020	0.930693	1.000000	
0.190679	0.092721	0.910891	1.000000	
0.229687	0.091129	0.930693	1.000000	
0.218170	0.091436	0.920792	1.000000	
0.252172	0.109145	0.871287	1.000000	
0.160645	0.115847	0.950495	1.000000	
0.168705	0.103959	0.970297	1.000000	
0.288105	0.107692	0.851485	1.000000	
0.199156	0.098907	0.920792	1.000000	
0.167547	0.090838	0.960396	1.000000	
0.255939	0.093100	0.881188	1.000000	
0.197909	0.090596	0.940594	1.000000	
0.191727	0.100670	0.920792	1.000000	
0.198966	0.095962	0.930693	1.000000	
0.192078	0.104491	0.960396	1.000000	
0.237376	0.105304	0.891089	1.000000	
0.250684	0.088851	0.900990	1.000000	
0.190106	0.093077	0.940594	1.000000	
0.241969	0.097230	0.900990	1.000000	
0.304507	0.098226	0.841584	1.000000	
0.132144	0.094652	0.980198	1.000000	
0.190518	0.097205	0.920792	1.000000	
0.207310	0.097483	0.920792	1.000000	
0.210193	0.089637	0.910891	1.000000	
0.205555	0.088820	0.930693	1.000000	
0.241382	0.096781	0.910891	1.000000	
0.228984	0.101883	0.900990	1.000000	
0.166739	0.090818	0.930693	1.000000	
0.209429	0.085784	0.910891	1.000000	
0.195615	0.093172	0.940594	1.000000	
0.185628	0.090363	0.940594	1.000000	
0.158156	0.085361	0.930693	1.000000	
0.192294	0.096942	0.910891	1.000000	
0.241984	0.098872	0.900990	1.000000	
0.193541	0.086570	0.910891	1.000000	
0.213573	0.086077	0.920792	1.000000	
0.149051	0.098977	0.940594	1.000000	
0.179196	0.095462	0.920792	1.000000	
0.198568	0.090074	0.900990	1.000000	
0.183367	0.088580	0.920792	1.000000	
0.216209	0.098103	0.920792	1.000000	
0.132121	0.092737	0.970297	1.000000	
0.205621	0.096831	0.940594	1.000000	
0.215976	0.099558	0.920792	1.000000	
0.175192	0.101941	0.930693	1.000000	
0.217570	0.097429	0.900990	1.000000	
0.232943	0.104932	0.881188	1.000000	
0.274913	0.112516	0.900990	1.000000	
0.290839	0.100137	0.900990	1.000000	
0.183939	0.089804	0.960396	1.000000	
0.204442	0.089422	0.950495	1.000000	
0.226173	0.086901	0.881188	1.000000	
0.162787	0.090727	0.950495	1.000000	
0.214230	0.087207	0.920792	1.000000	
0.311288	0.101602	0.861386	1.000000	
0.177439	0.089164	0.920792	1.000000	
0.279323	0.086921	0.920792	1.000000	
0.246302	0.088718	0.891089	1.000000	
0.207166	0.102348	0.900990	1.000000	
0.219198	0.091724	0.900990	1.000000	
0.269557	0.090118	0.900990	1.000000	
0.225122	0.084884	0.891089	1.000000	
0.202906	0.094916	0.930693	1.000000	
0.204546	0.100697	0.930693	1.000000	
0.215940	0.087779	0.910891	1.000000	
0.244703	0.087256	0.910891	1.000000	
0.220291	0.107188	0.920792	1.000000	
0.179807	0.105248	0.940594	1.000000	
0.164287	0.097496	0.930693	1.000000	
0.178925	0.090771	0.940594	1.000000	
0.272100	0.089987	0.861386	1.000000	
0.243984	0.083839	0.900990	1.000000	
0.235671	0.090313	0.881188	1.000000	
0.231703	0.101605	0.900990	1.000000	
0.212681	0.100081	0.920792	1.000000	
0.277036	0.083495	0.891089	1.000000	
0.250332	0.083258	0.930693	1.000000	
0.210031	0.090003	0.910891	1.000000	
0.184137	0.100403	0.930693	1.000000	
0.146562	0.087238	0.950495	1.000000	
0.207999	0.091745	0.930693	1.000000	
0.213606	0.098974	0.920792	1.000000	
0.188421	0.092754	0.930693	1.000000	
0.181392	0.093768	0.920792	1.000000	
0.261516	0.091498	0.900990	1.000000	
0.283132	0.081832	0.871287	1.000000	
0.216483	0.082835	0.930693	1.000000	
0.144493	0.082871	0.980198	1.000000	
0.222200	0.085856	0.940594	1.000000	
0.243619	0.093356	0.920792	1.000000	
0.255302	0.085202	0.900990	1.000000	
0.157582	0.084587	0.940594	1.000000	
0.202627	0.089529	0.930693	1.000000	
0.170580	0.102483	0.950495	1.000000	
0.221220	0.086888	0.900990	1.000000	
0.211207	0.081860	0.910891	1.000000	
0.273756	0.081160	0.900990	1.000000	
0.205239	0.089292	0.891089	1.000000	
0.216351	0.099807	0.920792	1.000000	
0.278902	0.084860	0.881188	1.000000	
0.182790	0.083066	0.940594	1.000000	
0.235753	0.091631	0.920792	1.000000	
0.244023	0.090297	0.871287	1.000000	
0.226204	0.086559	0.900990	1.000000	
0.197972	0.088888	0.910891	1.000000	
0.245099	0.096478	0.891089	1.000000	
